model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1,dataset_group,pruning_group,metric,value,percentage,percentage_wrt_task
Qwen,0.5,DS1000,MAWPS,0.6326923076923077,,,,Mathematical Reasoning,Coding,acc,0.633,0.9705014749262536,0.993058769088385
Qwen,0.5,DS1000,RTE,0.8772563176895307,,,,NLI,Coding,acc,0.877,1.173913043478261,0.9522723818209454
Qwen,0.5,DS1000,SVAMP,0.6066666666666667,,,,Mathematical Reasoning,Coding,acc,0.607,0.9054726368159204,0.993058769088385
Qwen,0.5,DS1000,WinoGrande,0.6156274664561957,,,,Question Answering,Coding,acc,0.616,0.9154929577464789,1.0002062888633485
Qwen,0.5,e-SNLI,ANLI,0.469,,,,NLI,NLI,acc,0.469,0.7528089887640449,1.0
Qwen,0.5,e-SNLI,BoolQ,0.4917431192660551,,,,Question Answering,NLI,acc,0.492,0.8589743589743589,0.9689682609848821
Qwen,0.5,e-SNLI,CommonsenseQA,0.8042588042588042,,,,Question Answering,NLI,acc,0.804,0.9478764478764479,0.9689682609848821
Qwen,0.5,e-SNLI,e-SNLI,0.8830415309446255,,,,NLI,NLI,acc,0.883,1.0469466570118273,1.0
Qwen,0.5,e-SNLI,MAWPS,0.5807692307692308,,,,Mathematical Reasoning,NLI,acc,0.581,0.8908554572271387,0.954187875983341
Qwen,0.5,e-SNLI,RTE,0.8375451263537906,,,,NLI,NLI,acc,0.838,1.1207729468599035,1.0
Qwen,0.5,e-SNLI,SVAMP,0.5766666666666667,,,,Mathematical Reasoning,NLI,acc,0.577,0.8606965174129353,0.954187875983341
Qwen,0.5,e-SNLI,WinoGrande,0.6156274664561957,,,,Question Answering,NLI,acc,0.616,0.9154929577464789,0.9689682609848821
Qwen,0.5,GSM8K,ANLI,0.516,,,,NLI,Mathematical Reasoning,acc,0.516,0.8282504012841092,0.96656026751786
Qwen,0.5,GSM8K,BoolQ,0.3773700305810397,,,,Question Answering,Mathematical Reasoning,acc,0.377,0.6591880341880341,0.9864144048566292
Qwen,0.5,GSM8K,CommonsenseQA,0.8034398034398035,,,,Question Answering,Mathematical Reasoning,acc,0.803,0.946911196911197,0.9864144048566292
Qwen,0.5,GSM8K,e-SNLI,0.8637011400651465,,,,NLI,Mathematical Reasoning,acc,0.864,1.02401641322713,0.96656026751786
Qwen,0.5,GSM8K,MAWPS,0.6365384615384615,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.637,0.9764011799410028,1.0
Qwen,0.5,GSM8K,RTE,0.779783393501805,,,,NLI,Mathematical Reasoning,acc,0.78,1.0434782608695652,0.96656026751786
Qwen,0.5,GSM8K,SVAMP,0.6166666666666667,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.617,0.9203980099502488,1.0
Qwen,0.5,GSM8K,WinoGrande,0.6124704025256511,,,,Question Answering,Mathematical Reasoning,acc,0.612,0.9107981220657276,0.9864144048566292
Qwen,0.5,IWSLT,ANLI,0.43,,,,NLI,Translation,acc,0.43,0.6902086677367576,0.9626082991336071
Qwen,0.5,IWSLT,BoolQ,0.5798165137614679,,,,Question Answering,Translation,acc,0.58,1.0128205128205128,1.017239855008399
Qwen,0.5,IWSLT,CommonsenseQA,0.7854217854217854,,,,Question Answering,Translation,acc,0.785,0.9256756756756757,1.017239855008399
Qwen,0.5,IWSLT,e-SNLI,0.8253257328990228,,,,NLI,Translation,acc,0.825,0.9785179821385469,0.9626082991336071
Qwen,0.5,IWSLT,MAWPS,0.5865384615384616,,,,Mathematical Reasoning,Translation,acc,0.587,0.8997050147492626,0.8947246645071726
Qwen,0.5,IWSLT,RTE,0.8664259927797834,,,,NLI,Translation,acc,0.866,1.1594202898550725,0.9626082991336071
Qwen,0.5,IWSLT,SVAMP,0.5433333333333333,,,,Mathematical Reasoning,Translation,acc,0.543,0.8109452736318408,0.8947246645071726
Qwen,0.5,IWSLT,WinoGrande,0.6108918705603789,,,,Question Answering,Translation,acc,0.611,0.9084507042253521,1.017239855008399
Qwen,0.5,MAWPS,ANLI,0.41,,,,NLI,Mathematical Reasoning,acc,0.41,0.6581059390048154,0.96656026751786
Qwen,0.5,MAWPS,BoolQ,0.5880733944954128,,,,Question Answering,Mathematical Reasoning,acc,0.588,1.0272435897435896,0.9864144048566292
Qwen,0.5,MAWPS,CommonsenseQA,0.7944307944307945,,,,Question Answering,Mathematical Reasoning,acc,0.794,0.9362934362934363,0.9864144048566292
Qwen,0.5,MAWPS,e-SNLI,0.8632939739413681,,,,NLI,Mathematical Reasoning,acc,0.863,1.0235336712527154,0.96656026751786
Qwen,0.5,MAWPS,MAWPS,0.6230769230769231,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.623,0.9557522123893806,1.0
Qwen,0.5,MAWPS,RTE,0.7725631768953068,,,,NLI,Mathematical Reasoning,acc,0.773,1.0338164251207729,0.96656026751786
Qwen,0.5,MAWPS,SVAMP,0.6166666666666667,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.617,0.9203980099502488,1.0
Qwen,0.5,MAWPS,WinoGrande,0.6108918705603789,,,,Question Answering,Mathematical Reasoning,acc,0.611,0.9084507042253521,0.9864144048566292
Qwen,0.5,MBPP,ANLI,0.398,,,,NLI,Coding,acc,0.398,0.6388443017656501,0.9522723818209454
Qwen,0.5,MBPP,BoolQ,0.718348623853211,,,,Question Answering,Coding,acc,0.718,1.254807692307692,1.0002062888633485
Qwen,0.5,MBPP,CommonsenseQA,0.7854217854217854,,,,Question Answering,Coding,acc,0.785,0.9256756756756757,1.0002062888633485
Qwen,0.5,MBPP,e-SNLI,0.8458876221498371,,,,NLI,Coding,acc,0.846,1.002896451846488,0.9522723818209454
Qwen,0.5,MBPP,MAWPS,0.6326923076923077,,,,Mathematical Reasoning,Coding,acc,0.633,0.9705014749262536,0.993058769088385
Qwen,0.5,MBPP,RTE,0.8700361010830325,,,,NLI,Coding,acc,0.87,1.1642512077294687,0.9522723818209454
Qwen,0.5,MBPP,SVAMP,0.6066666666666667,,,,Mathematical Reasoning,Coding,acc,0.607,0.9054726368159204,0.993058769088385
Qwen,0.5,MBPP,WinoGrande,0.6093133385951065,,,,Question Answering,Coding,acc,0.609,0.9061032863849765,1.0002062888633485
Qwen,0.5,RefineCode,ANLI,0.394,,,,NLI,Coding,acc,0.394,0.6324237560192617,0.9522723818209454
Qwen,0.5,RefineCode,BoolQ,0.4085626911314984,,,,Question Answering,Coding,acc,0.409,0.7136752136752135,1.0002062888633485
Qwen,0.5,RefineCode,CommonsenseQA,0.7862407862407862,,,,Question Answering,Coding,acc,0.786,0.9266409266409266,1.0002062888633485
Qwen,0.5,RefineCode,e-SNLI,0.8427320846905537,,,,NLI,Coding,acc,0.843,0.9991552015447742,0.9522723818209454
Qwen,0.5,RefineCode,MAWPS,0.6326923076923077,,,,Mathematical Reasoning,Coding,acc,0.633,0.9705014749262536,0.993058769088385
Qwen,0.5,RefineCode,RTE,0.8628158844765343,,,,NLI,Coding,acc,0.863,1.1545893719806763,0.9522723818209454
Qwen,0.5,RefineCode,SVAMP,0.61,,,,Mathematical Reasoning,Coding,acc,0.61,0.9104477611940298,0.993058769088385
Qwen,0.5,RefineCode,WinoGrande,0.606156274664562,,,,Question Answering,Coding,acc,0.606,0.9014084507042255,1.0002062888633485
Qwen,0.5,OSCAR,ANLI,0.409,,,,NLI,Language Modeling,acc,0.409,0.6565008025682183,0.993798449612403
Qwen,0.5,OSCAR,BoolQ,0.7902140672782875,,,,Question Answering,Language Modeling,acc,0.79,1.3803418803418803,1.073432941384493
Qwen,0.5,OSCAR,CommonsenseQA,0.7944307944307945,,,,Question Answering,Language Modeling,acc,0.794,0.9362934362934363,1.073432941384493
Qwen,0.5,OSCAR,e-SNLI,0.8769340390879479,,,,NLI,Language Modeling,acc,0.877,1.039705527395607,0.993798449612403
Qwen,0.5,OSCAR,MAWPS,0.6269230769230769,,,,Mathematical Reasoning,Language Modeling,acc,0.627,0.9616519174041298,0.9830171217029152
Qwen,0.5,OSCAR,RTE,0.8375451263537906,,,,NLI,Language Modeling,acc,0.838,1.1207729468599035,0.993798449612403
Qwen,0.5,OSCAR,SVAMP,0.5966666666666667,,,,Mathematical Reasoning,Language Modeling,acc,0.597,0.890547263681592,0.9830171217029152
Qwen,0.5,OSCAR,WinoGrande,0.6172059984214681,,,,Question Answering,Language Modeling,acc,0.617,0.9178403755868545,1.073432941384493
Qwen,0.5,Pile,ANLI,0.527,,,,NLI,Language Modeling,acc,0.527,0.8459069020866774,0.993798449612403
Qwen,0.5,Pile,BoolQ,0.7923547400611621,,,,Question Answering,Language Modeling,acc,0.792,1.3840811965811965,1.073432941384493
Qwen,0.5,Pile,CommonsenseQA,0.7952497952497952,,,,Question Answering,Language Modeling,acc,0.795,0.9372586872586872,1.073432941384493
Qwen,0.5,Pile,e-SNLI,0.8721498371335505,,,,NLI,Language Modeling,acc,0.872,1.0340333091962346,0.993798449612403
Qwen,0.5,Pile,MAWPS,0.6346153846153846,,,,Mathematical Reasoning,Language Modeling,acc,0.635,0.9734513274336283,0.9830171217029152
Qwen,0.5,Pile,RTE,0.8231046931407943,,,,NLI,Language Modeling,acc,0.823,1.1014492753623188,0.993798449612403
Qwen,0.5,Pile,SVAMP,0.6133333333333333,,,,Mathematical Reasoning,Language Modeling,acc,0.613,0.9154228855721391,0.9830171217029152
Qwen,0.5,Pile,WinoGrande,0.6195737963693765,,,,Question Answering,Language Modeling,acc,0.62,0.9213615023474179,1.073432941384493
Qwen,0.5,RACE,ANLI,0.532,,,,NLI,Question Answering,acc,0.532,0.853932584269663,0.9996580027359782
Qwen,0.5,RACE,BoolQ,0.8140672782874617,,,,Question Answering,Question Answering,acc,0.814,1.4220085470085468,1.0
Qwen,0.5,RACE,CommonsenseQA,0.8075348075348076,,,,Question Answering,Question Answering,acc,0.808,0.9517374517374517,1.0
Qwen,0.5,RACE,e-SNLI,0.8705211726384365,,,,NLI,Question Answering,acc,0.871,1.032102341298576,0.9996580027359782
Qwen,0.5,RACE,MAWPS,0.6153846153846154,,,,Mathematical Reasoning,Question Answering,acc,0.615,0.943952802359882,0.9294308190652475
Qwen,0.5,RACE,RTE,0.8375451263537906,,,,NLI,Question Answering,acc,0.838,1.1207729468599035,0.9996580027359782
Qwen,0.5,RACE,SVAMP,0.5866666666666667,,,,Mathematical Reasoning,Question Answering,acc,0.587,0.8756218905472636,0.9294308190652475
Qwen,0.5,RACE,WinoGrande,0.6282557221783741,,,,Question Answering,Question Answering,acc,0.628,0.9342723004694836,1.0
Qwen,0.5,RedPajama,ANLI,0.479,,,,NLI,Language Modeling,acc,0.479,0.768860353130016,0.993798449612403
Qwen,0.5,RedPajama,BoolQ,0.7547400611620795,,,,Question Answering,Language Modeling,acc,0.755,1.3183760683760684,1.073432941384493
Qwen,0.5,RedPajama,CommonsenseQA,0.8042588042588042,,,,Question Answering,Language Modeling,acc,0.804,0.9478764478764479,1.073432941384493
Qwen,0.5,RedPajama,e-SNLI,0.8841612377850163,,,,NLI,Language Modeling,acc,0.884,1.0482741974414675,0.993798449612403
Qwen,0.5,RedPajama,MAWPS,0.6326923076923077,,,,Mathematical Reasoning,Language Modeling,acc,0.633,0.9705014749262536,0.9830171217029152
Qwen,0.5,RedPajama,RTE,0.851985559566787,,,,NLI,Language Modeling,acc,0.852,1.1400966183574879,0.993798449612403
Qwen,0.5,RedPajama,SVAMP,0.6133333333333333,,,,Mathematical Reasoning,Language Modeling,acc,0.613,0.9154228855721391,0.9830171217029152
Qwen,0.5,RedPajama,WinoGrande,0.6124704025256511,,,,Question Answering,Language Modeling,acc,0.612,0.9107981220657276,1.073432941384493
Qwen,0.5,RTE,ANLI,0.533,,,,NLI,NLI,acc,0.533,0.8555377207062601,1.0
Qwen,0.5,RTE,BoolQ,0.2850152905198777,,,,Question Answering,NLI,acc,0.285,0.4978632478632478,0.9689682609848821
Qwen,0.5,RTE,CommonsenseQA,0.7993447993447993,,,,Question Answering,NLI,acc,0.799,0.942084942084942,0.9689682609848821
Qwen,0.5,RTE,e-SNLI,0.8777483713355049,,,,NLI,NLI,acc,0.878,1.0406710113444364,1.0
Qwen,0.5,RTE,MAWPS,0.6173076923076923,,,,Mathematical Reasoning,NLI,acc,0.617,0.9469026548672567,0.954187875983341
Qwen,0.5,RTE,RTE,0.8122743682310469,,,,NLI,NLI,acc,0.812,1.0869565217391304,1.0
Qwen,0.5,RTE,SVAMP,0.6,,,,Mathematical Reasoning,NLI,acc,0.6,0.8955223880597014,0.954187875983341
Qwen,0.5,RTE,WinoGrande,0.6219415943172849,,,,Question Answering,NLI,acc,0.622,0.9248826291079812,0.9689682609848821
Qwen,0.5,SVAMP,ANLI,0.481,,,,NLI,Mathematical Reasoning,acc,0.481,0.7720706260032103,0.96656026751786
Qwen,0.5,SVAMP,BoolQ,0.6504587155963303,,,,Question Answering,Mathematical Reasoning,acc,0.65,1.1362179487179487,0.9864144048566292
Qwen,0.5,SVAMP,CommonsenseQA,0.7895167895167895,,,,Question Answering,Mathematical Reasoning,acc,0.79,0.9305019305019304,0.9864144048566292
Qwen,0.5,SVAMP,e-SNLI,0.8630903908794788,,,,NLI,Mathematical Reasoning,acc,0.863,1.023292300265508,0.96656026751786
Qwen,0.5,SVAMP,MAWPS,0.6288461538461538,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.629,0.9646017699115044,1.0
Qwen,0.5,SVAMP,RTE,0.8086642599277978,,,,NLI,Mathematical Reasoning,acc,0.809,1.0821256038647342,0.96656026751786
Qwen,0.5,SVAMP,SVAMP,0.61,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.61,0.9104477611940298,1.0
Qwen,0.5,SVAMP,WinoGrande,0.6069455406471981,,,,Question Answering,Mathematical Reasoning,acc,0.607,0.9025821596244131,0.9864144048566292
Qwen,0.5,Wikitext,ANLI,0.462,,,,NLI,Language Modeling,acc,0.462,0.7415730337078652,0.993798449612403
Qwen,0.5,Wikitext,BoolQ,0.7051987767584098,,,,Question Answering,Language Modeling,acc,0.705,1.231837606837607,1.073432941384493
Qwen,0.5,Wikitext,CommonsenseQA,0.7944307944307945,,,,Question Answering,Language Modeling,acc,0.794,0.9362934362934363,1.073432941384493
Qwen,0.5,Wikitext,e-SNLI,0.8632939739413681,,,,NLI,Language Modeling,acc,0.863,1.0235336712527154,0.993798449612403
Qwen,0.5,Wikitext,MAWPS,0.6269230769230769,,,,Mathematical Reasoning,Language Modeling,acc,0.627,0.9616519174041298,0.9830171217029152
Qwen,0.5,Wikitext,RTE,0.8303249097472925,,,,NLI,Language Modeling,acc,0.83,1.1111111111111112,0.993798449612403
Qwen,0.5,Wikitext,SVAMP,0.5833333333333334,,,,Mathematical Reasoning,Language Modeling,acc,0.583,0.8706467661691543,0.9830171217029152
Qwen,0.5,Wikitext,WinoGrande,0.6250986582478295,,,,Question Answering,Language Modeling,acc,0.625,0.9295774647887324,1.073432941384493
Qwen,0.5,WinoGrande,ANLI,0.506,,,,NLI,Question Answering,acc,0.506,0.8121990369181381,0.9996580027359782
Qwen,0.5,WinoGrande,BoolQ,0.5758409785932722,,,,Question Answering,Question Answering,acc,0.576,1.0058760683760684,1.0
Qwen,0.5,WinoGrande,CommonsenseQA,0.8091728091728092,,,,Question Answering,Question Answering,acc,0.809,0.9536679536679536,1.0
Qwen,0.5,WinoGrande,e-SNLI,0.8688925081433225,,,,NLI,Question Answering,acc,0.869,1.0301713734009172,0.9996580027359782
Qwen,0.5,WinoGrande,MAWPS,0.5769230769230769,,,,Mathematical Reasoning,Question Answering,acc,0.577,0.8849557522123893,0.9294308190652475
Qwen,0.5,WinoGrande,RTE,0.8700361010830325,,,,NLI,Question Answering,acc,0.87,1.1642512077294687,0.9996580027359782
Qwen,0.5,WinoGrande,SVAMP,0.5566666666666666,,,,Mathematical Reasoning,Question Answering,acc,0.557,0.8308457711442785,0.9294308190652475
Qwen,0.5,WinoGrande,WinoGrande,0.6282557221783741,,,,Question Answering,Question Answering,acc,0.628,0.9342723004694836,1.0
Qwen,0.5,WMT14,ANLI,0.41,,,,NLI,Translation,acc,0.41,0.6581059390048154,0.9626082991336071
Qwen,0.5,WMT14,BoolQ,0.7137614678899082,,,,Question Answering,Translation,acc,0.714,1.2467948717948718,1.017239855008399
Qwen,0.5,WMT14,CommonsenseQA,0.7854217854217854,,,,Question Answering,Translation,acc,0.785,0.9256756756756757,1.017239855008399
Qwen,0.5,WMT14,e-SNLI,0.8390675895765473,,,,NLI,Translation,acc,0.839,0.9948105237750422,0.9626082991336071
Qwen,0.5,WMT14,MAWPS,0.573076923076923,,,,Mathematical Reasoning,Translation,acc,0.573,0.8790560471976401,0.8947246645071726
Qwen,0.5,WMT14,RTE,0.851985559566787,,,,NLI,Translation,acc,0.852,1.1400966183574879,0.9626082991336071
Qwen,0.5,WMT14,SVAMP,0.56,,,,Mathematical Reasoning,Translation,acc,0.56,0.8358208955223881,0.8947246645071726
Qwen,0.5,WMT14,WinoGrande,0.606156274664562,,,,Question Answering,Translation,acc,0.606,0.9014084507042255,1.017239855008399
Qwen,0.5,ANLI,IWSLT,,0.2729026413949923,,,Translation,NLI,bleu,0.273,0.7397943009551126,0.8094504365690806
Qwen,0.5,ANLI,WMT14,,0.2665239924730939,,,Translation,NLI,bleu,0.267,0.7636918137532385,0.8094504365690806
Qwen,0.5,BoolQ,IWSLT,,0.2517784259364716,,,Translation,Question Answering,bleu,0.252,0.6825300175151345,0.7862095531587057
Qwen,0.5,BoolQ,WMT14,,0.2519881286754542,,,Translation,Question Answering,bleu,0.252,0.7220410787290357,0.7862095531587057
Qwen,0.5,C4,IWSLT,,0.3024046248795619,,,Translation,Language Modeling,bleu,0.302,0.8197693394420683,0.8912172573189523
Qwen,0.5,C4,WMT14,,0.2818909706815493,,,Translation,Language Modeling,bleu,0.282,0.8077240051932137,0.8912172573189523
Qwen,0.5,CommonsenseQA,IWSLT,,0.2640668616123668,,,Translation,Question Answering,bleu,0.264,0.7158419511564172,0.7862095531587057
Qwen,0.5,CommonsenseQA,WMT14,,0.2436038578854361,,,Translation,Question Answering,bleu,0.244,0.6980169790327442,0.7862095531587057
Qwen,0.5,DS1000,IWSLT,,0.2842043723557667,,,Translation,Coding,bleu,0.284,0.7704314399471364,0.8038007190549565
Qwen,0.5,DS1000,WMT14,,0.2564414230635003,,,Translation,Coding,bleu,0.256,0.7348014476430176,0.8038007190549565
Qwen,0.5,e-SNLI,IWSLT,,0.2580092577930158,,,Translation,NLI,bleu,0.258,0.6994207807342755,0.8094504365690806
Qwen,0.5,e-SNLI,WMT14,,0.2523435474844466,,,Translation,NLI,bleu,0.252,0.7230594877374058,0.8094504365690806
Qwen,0.5,GSM8K,IWSLT,,0.2533411077634372,,,Translation,Mathematical Reasoning,bleu,0.253,0.6867661916462673,0.8048279404211609
Qwen,0.5,GSM8K,WMT14,,0.2465274980856909,,,Translation,Mathematical Reasoning,bleu,0.247,0.7063943114694098,0.8048279404211609
Qwen,0.5,IWSLT,IWSLT,,0.335270013317847,,,Translation,Translation,bleu,0.335,0.9088620171128882,1.0
Qwen,0.5,IWSLT,WMT14,,0.3146071476641937,,,Translation,Translation,bleu,0.315,0.9014681980034349,1.0
Qwen,0.5,MAWPS,IWSLT,,0.2879814622225688,,,Translation,Mathematical Reasoning,bleu,0.288,0.7806705110802412,0.8048279404211609
Qwen,0.5,MAWPS,WMT14,,0.2599711236055462,,,Translation,Mathematical Reasoning,bleu,0.26,0.7449153716614451,0.8048279404211609
Qwen,0.5,MBPP,IWSLT,,0.2653365125688669,,,Translation,Coding,bleu,0.265,0.7192837666588972,0.8038007190549565
Qwen,0.5,MBPP,WMT14,,0.2415843249201827,,,Translation,Coding,bleu,0.242,0.6922302549976668,0.8038007190549565
Qwen,0.5,RefineCode,IWSLT,,0.2725693510433797,,,Translation,Coding,bleu,0.273,0.7388908054761901,0.8038007190549565
Qwen,0.5,RefineCode,WMT14,,0.244724957535981,,,Translation,Coding,bleu,0.245,0.7012293525889792,0.8038007190549565
Qwen,0.5,OSCAR,IWSLT,,0.3022420502654279,,,Translation,Language Modeling,bleu,0.302,0.8193286263276716,0.8912172573189523
Qwen,0.5,OSCAR,WMT14,,0.2843484474077181,,,Translation,Language Modeling,bleu,0.284,0.8147656033654822,0.8912172573189523
Qwen,0.5,Pile,IWSLT,,0.311989671433287,,,Translation,Language Modeling,bleu,0.312,0.845752828566939,0.8912172573189523
Qwen,0.5,Pile,WMT14,,0.2922283423118243,,,Translation,Language Modeling,bleu,0.292,0.8373444758176848,0.8912172573189523
Qwen,0.5,RACE,IWSLT,,0.2612114250221337,,,Translation,Question Answering,bleu,0.261,0.708101330892007,0.7862095531587057
Qwen,0.5,RACE,WMT14,,0.2457619173571796,,,Translation,Question Answering,bleu,0.246,0.7042006337831866,0.7862095531587057
Qwen,0.5,RedPajama,IWSLT,,0.3038606299979279,,,Translation,Language Modeling,bleu,0.304,0.8237163305126664,0.8912172573189523
Qwen,0.5,RedPajama,WMT14,,0.2844574796510741,,,Translation,Language Modeling,bleu,0.284,0.8150780218870325,0.8912172573189523
Qwen,0.5,RTE,IWSLT,,0.2659442859567464,,,Translation,NLI,bleu,0.266,0.7209313406300653,0.8094504365690806
Qwen,0.5,RTE,WMT14,,0.2598884285596129,,,Translation,NLI,bleu,0.26,0.7446784191490983,0.8094504365690806
Qwen,0.5,SVAMP,IWSLT,,0.2683175574129046,,,Translation,Mathematical Reasoning,bleu,0.268,0.7273648902978535,0.8048279404211609
Qwen,0.5,SVAMP,WMT14,,0.2513429172833949,,,Translation,Mathematical Reasoning,bleu,0.251,0.7201923046142408,0.8048279404211609
Qwen,0.5,Wikitext,IWSLT,,0.2698292833661509,,,Translation,Language Modeling,bleu,0.27,0.7314629314128124,0.8912172573189523
Qwen,0.5,Wikitext,WMT14,,0.2601001228480407,,,Translation,Language Modeling,bleu,0.26,0.7452850031702608,0.8912172573189523
Qwen,0.5,WinoGrande,IWSLT,,0.2764300195175554,,,Translation,Question Answering,bleu,0.276,0.7493564445058191,0.7862095531587057
Qwen,0.5,WinoGrande,WMT14,,0.2459523592243547,,,Translation,Question Answering,bleu,0.246,0.7047463215976606,0.7862095531587057
Qwen,0.5,WMT14,IWSLT,,0.3319533464718822,,,Translation,Translation,bleu,0.332,0.8998710772734302,1.0
Qwen,0.5,WMT14,WMT14,,0.3160235945649116,,,Translation,Translation,bleu,0.316,0.9055268528834589,1.0
Qwen,0.5,ANLI,DS1000,,,,0.8325380086898804,Coding,NLI,f1,0.833,1.0077855582533728,1.06027768371148
Qwen,0.5,ANLI,MBPP,,,,0.7682141661643982,Coding,NLI,f1,0.768,1.079961508995521,1.06027768371148
Qwen,0.5,ANLI,RefineCode,,,,0.7604817152023315,Coding,NLI,f1,0.76,1.0340078861262432,1.06027768371148
Qwen,0.5,BoolQ,DS1000,,,,0.8357496857643127,Coding,Question Answering,f1,0.836,1.0116732867890104,1.0174398916356249
Qwen,0.5,BoolQ,MBPP,,,,0.5142183303833008,Coding,Question Answering,f1,0.514,0.7228921679570599,1.0174398916356249
Qwen,0.5,BoolQ,RefineCode,,,,0.6744928359985352,Coding,Question Answering,f1,0.674,0.9170909669703021,1.0174398916356249
Qwen,0.5,C4,DS1000,,,,0.828616201877594,Coding,Language Modeling,f1,0.829,1.0030382191211913,1.0390789028107013
Qwen,0.5,C4,MBPP,,,,0.5115340948104858,Coding,Language Modeling,f1,0.512,0.7191186485045479,1.0390789028107013
Qwen,0.5,C4,RefineCode,,,,0.6094274520874023,Coding,Language Modeling,f1,0.609,0.8286231988004349,1.0390789028107013
Qwen,0.5,CommonsenseQA,DS1000,,,,0.8419063687324524,Coding,Question Answering,f1,0.842,1.0191259389409517,1.0174398916356249
Qwen,0.5,CommonsenseQA,MBPP,,,,0.4111722707748413,Coding,Question Answering,f1,0.411,0.578029207948875,1.0174398916356249
Qwen,0.5,CommonsenseQA,RefineCode,,,,0.4695315062999725,Coding,Question Answering,f1,0.47,0.6384101952664764,1.0174398916356249
Qwen,0.5,DS1000,DS1000,,,,0.8561126589775085,Coding,Coding,f1,0.856,1.0363226242524763,1.0
Qwen,0.5,DS1000,MBPP,,,,0.6084266901016235,Coding,Coding,f1,0.608,0.8553310200409461,1.0
Qwen,0.5,DS1000,RefineCode,,,,0.6731709241867065,Coding,Coding,f1,0.673,0.9152935966839822,1.0
Qwen,0.5,e-SNLI,DS1000,,,,0.8442045450210571,Coding,NLI,f1,0.844,1.0219078766420553,1.06027768371148
